order_id,product_name,department,aisle
5743,Organic Greek Lowfat Yogurt With Cherries,dairy eggs,yogurt
12525,Organic Greek Lowfat Yogurt With Cherries,dairy eggs,yogurt
13746,Organic Greek Lowfat Yogurt With Cherries,dairy eggs,yogurt
23080,Organic Greek Lowfat Yogurt With Cherries,dairy eggs,yogurt
5743,Organic Greek Lowfat Yogurt With Blueberries,dairy eggs,yogurt
10752,Organic Greek Lowfat Yogurt With Blueberries,dairy eggs,yogurt
12525,Organic Greek Lowfat Yogurt With Blueberries,dairy eggs,yogurt
23080,Organic Greek Lowfat Yogurt With Blueberries,dairy eggs,yogurt
5830,Organic Plain Yogurt,dairy eggs,yogurt
5836,"Light, Very Vanilla",dairy eggs,yogurt
13701,"Light, Very Vanilla",dairy eggs,yogurt
5846,Peach on the Bottom Nonfat Greek Yogurt,dairy eggs,yogurt
17973,Peach on the Bottom Nonfat Greek Yogurt,dairy eggs,yogurt
22486,Peach on the Bottom Nonfat Greek Yogurt,dairy eggs,yogurt
5846,Strawberry on the Bottom Nonfat Greek Yogurt,dairy eggs,yogurt
17973,Strawberry on the Bottom Nonfat Greek Yogurt,dairy eggs,yogurt
6129,Total 2% All Natural Low Fat 2% Milkfat Greek Strained Yogurt,dairy eggs,yogurt
6861,Total 2% All Natural Low Fat 2% Milkfat Greek Strained Yogurt,dairy eggs,yogurt
17610,Total 2% All Natural Low Fat 2% Milkfat Greek Strained Yogurt,dairy eggs,yogurt
6286,Plain Cultured Goat Milk Kefir,dairy eggs,yogurt
12032,Plain Cultured Goat Milk Kefir,dairy eggs,yogurt
22748,Plain Cultured Goat Milk Kefir,dairy eggs,yogurt
23870,Plain Cultured Goat Milk Kefir,dairy eggs,yogurt
6454,Blueberry Whole Milk Yogurt Pouch,dairy eggs,yogurt
16824,Blueberry Whole Milk Yogurt Pouch,dairy eggs,yogurt
17610,Blueberry Whole Milk Yogurt Pouch,dairy eggs,yogurt
6549,"Yogurt, Lowfat, Strawberry",dairy eggs,yogurt
9879,"Yogurt, Lowfat, Strawberry",dairy eggs,yogurt
10156,"Yogurt, Lowfat, Strawberry",dairy eggs,yogurt
11526,"Yogurt, Lowfat, Strawberry",dairy eggs,yogurt
20162,"Yogurt, Lowfat, Strawberry",dairy eggs,yogurt
6601,Cream Top Smooth & Creamy Maple Yogurt,dairy eggs,yogurt
6842,Fat Free Blueberry Yogurt,dairy eggs,yogurt
17360,Fat Free Blueberry Yogurt,dairy eggs,yogurt
23395,Fat Free Blueberry Yogurt,dairy eggs,yogurt
6971,Peach Yoghurt,dairy eggs,yogurt
6971,Lowfat Raspberry Kefir Probiotic Cultured Milk Smoothie,dairy eggs,yogurt
7019,Organic Plain Whole Milk Yogurt,dairy eggs,yogurt
11526,Organic Plain Whole Milk Yogurt,dairy eggs,yogurt
22596,Organic Plain Whole Milk Yogurt,dairy eggs,yogurt
25604,Organic Plain Whole Milk Yogurt,dairy eggs,yogurt
7177,Swedish Style Non-Fat Drinkable Yogurt Plain,dairy eggs,yogurt
7200,Light Very Cherry Yogurt,dairy eggs,yogurt
7200,Light Fat Free Blueberry Patch Yogurt,dairy eggs,yogurt
7200,Light Strawberries 'n Bananas Fat Free Yogurt,dairy eggs,yogurt
7200,Light Boston Cream Pie Yogurt,dairy eggs,yogurt
7200,Original Cherry Orchard Yogurt,dairy eggs,yogurt
7200,Yo Toddler Organic Strawberry Banana Whole Milk Yogurt,dairy eggs,yogurt
7559,Raspberry Oikos Greek Yogurt,dairy eggs,yogurt
7916,Strawberry Greek 100 Calories Yogurt,dairy eggs,yogurt
8005,Cream Top Peach on the Bottom Yogurt,dairy eggs,yogurt
8121,Yoghurt Blueberry,dairy eggs,yogurt
10859,Yoghurt Blueberry,dairy eggs,yogurt
23294,Yoghurt Blueberry,dairy eggs,yogurt
8231,Greek Toasted Coconut Vanilla Non Fat Yogurt,dairy eggs,yogurt
8231,Light & Fit Strawberry Cheesecake Greek Nonfat Yogurt,dairy eggs,yogurt
8231,Vanilla Light & Fit Greek Yogurt,dairy eggs,yogurt
8400,Organic YoKids Very Berry Smoothies,dairy eggs,yogurt
8400,Low Fat Plain Yogurt,dairy eggs,yogurt
9879,Low Fat Plain Yogurt,dairy eggs,yogurt
13988,Low Fat Plain Yogurt,dairy eggs,yogurt
8562,Organic Plain Kefir,dairy eggs,yogurt
25341,Organic Plain Kefir,dairy eggs,yogurt
8562,Organic Raspberry Lowfat Yogurt,dairy eggs,yogurt
8839,"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry",dairy eggs,yogurt
9926,"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry",dairy eggs,yogurt
15664,"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry",dairy eggs,yogurt
19097,"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry",dairy eggs,yogurt
24968,"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry",dairy eggs,yogurt
8932,Black Cherry Lowfat Yogurt,dairy eggs,yogurt
8964,Blueberry Yoghurt,dairy eggs,yogurt
11490,Blueberry Yoghurt,dairy eggs,yogurt
11980,Blueberry Yoghurt,dairy eggs,yogurt
17982,Blueberry Yoghurt,dairy eggs,yogurt
22167,Blueberry Yoghurt,dairy eggs,yogurt
8980,Total 0% Nonfat Plain Greek Yogurt,dairy eggs,yogurt
12562,Total 0% Nonfat Plain Greek Yogurt,dairy eggs,yogurt
13555,Total 0% Nonfat Plain Greek Yogurt,dairy eggs,yogurt
14172,Total 0% Nonfat Plain Greek Yogurt,dairy eggs,yogurt
17538,Total 0% Nonfat Plain Greek Yogurt,dairy eggs,yogurt
23993,Total 0% Nonfat Plain Greek Yogurt,dairy eggs,yogurt
9017,Key Lime Yoghurt,dairy eggs,yogurt
11490,Key Lime Yoghurt,dairy eggs,yogurt
12151,Key Lime Yoghurt,dairy eggs,yogurt
9017,Nonfat Probiotic Drinks,dairy eggs,yogurt
9238,Yotoddler Organic Pear Spinach Mango Yogurt,dairy eggs,yogurt
13315,Yotoddler Organic Pear Spinach Mango Yogurt,dairy eggs,yogurt
9321,Plain Nonfat Yogurt,dairy eggs,yogurt
17148,Plain Nonfat Yogurt,dairy eggs,yogurt
9322,Plain Goat Milk Yogurt,dairy eggs,yogurt
9776,Traditional Plain Greek Yogurt,dairy eggs,yogurt
13562,Traditional Plain Greek Yogurt,dairy eggs,yogurt
9879,Lowfat Vanilla Yogurt,dairy eggs,yogurt
9879,Lowfat Key Lime Yogurt,dairy eggs,yogurt
10156,Lowfat Key Lime Yogurt,dairy eggs,yogurt
9926,Goo Berry Pie Probugs Kefir,dairy eggs,yogurt
16824,Goo Berry Pie Probugs Kefir,dairy eggs,yogurt
21258,Goo Berry Pie Probugs Kefir,dairy eggs,yogurt
9926,"Yogurt, Sheep Milk, Blackberry",dairy eggs,yogurt
10156,Lowfat Blueberry Yogurt,dairy eggs,yogurt
18769,Lowfat Blueberry Yogurt,dairy eggs,yogurt
10263,Non-Fat Greek Yogurt With Strawberries on the Bottom,dairy eggs,yogurt
10736,Non-Fat Greek Yogurt With Strawberries on the Bottom,dairy eggs,yogurt
16281,Non-Fat Greek Yogurt With Strawberries on the Bottom,dairy eggs,yogurt
19794,Non-Fat Greek Yogurt With Strawberries on the Bottom,dairy eggs,yogurt
24862,Non-Fat Greek Yogurt With Strawberries on the Bottom,dairy eggs,yogurt
10301,Fat Free Plain Yogurt,dairy eggs,yogurt
10414,Total 2% All Natural Greek Strained Yogurt with Honey,dairy eggs,yogurt
19583,Total 2% All Natural Greek Strained Yogurt with Honey,dairy eggs,yogurt
10667,Salted Caramel Greek Nonfat Yogurt,dairy eggs,yogurt
10859,Honey Yoghurt,dairy eggs,yogurt
13562,Honey Yoghurt,dairy eggs,yogurt
17299,Honey Yoghurt,dairy eggs,yogurt
23408,Honey Yoghurt,dairy eggs,yogurt
10922,Nonfat Icelandic Style Strawberry Yogurt,dairy eggs,yogurt
19485,Nonfat Icelandic Style Strawberry Yogurt,dairy eggs,yogurt
21463,Nonfat Icelandic Style Strawberry Yogurt,dairy eggs,yogurt
11213,Strawberry Explosion/Banana Split Smoothie,dairy eggs,yogurt
11286,YoBaby Blueberry Apple Yogurt,dairy eggs,yogurt
14043,YoBaby Blueberry Apple Yogurt,dairy eggs,yogurt
11390,Dairy Free Coconut Milk Blueberry Yogurt Alternative,dairy eggs,yogurt
17683,Dairy Free Coconut Milk Blueberry Yogurt Alternative,dairy eggs,yogurt
11390,Dairy Free Coconut Milk Passionate Mango Yogurt Alternative,dairy eggs,yogurt
11390,Oh My Yog! Gingered Pear Trilayer Yogurt,dairy eggs,yogurt
13554,Oh My Yog! Gingered Pear Trilayer Yogurt,dairy eggs,yogurt
11390,Oh My Yog! Madagascar Vanilla Trilayer Yogyurt,dairy eggs,yogurt
13554,Oh My Yog! Madagascar Vanilla Trilayer Yogyurt,dairy eggs,yogurt
11390,Oh My Yog! Pacific Coast Strawberry Trilayer Yogurt,dairy eggs,yogurt
13554,Oh My Yog! Pacific Coast Strawberry Trilayer Yogurt,dairy eggs,yogurt
11427,Nonfat Strawberry With Fruit On The Bottom Greek Yogurt,dairy eggs,yogurt
11930,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,dairy eggs,yogurt
12151,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,dairy eggs,yogurt
12847,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,dairy eggs,yogurt
17360,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,dairy eggs,yogurt
17709,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,dairy eggs,yogurt
12032,Total Greek Strained Yogurt,dairy eggs,yogurt
14571,Total Greek Strained Yogurt,dairy eggs,yogurt
14946,Total Greek Strained Yogurt,dairy eggs,yogurt
16423,Total Greek Strained Yogurt,dairy eggs,yogurt
20316,Total Greek Strained Yogurt,dairy eggs,yogurt
22032,Total Greek Strained Yogurt,dairy eggs,yogurt
12151,All Natural Gluten Free Probiotic Pineapple Yoghurt,dairy eggs,yogurt
12151,Total 2% Yogurt Key Lime,dairy eggs,yogurt
23080,Total 2% Yogurt Key Lime,dairy eggs,yogurt
12525,Organic Nonfat Greek Yogurt With Peaches,dairy eggs,yogurt
12525,Total 0% Raspberry Yogurt,dairy eggs,yogurt
13358,Total 0% Raspberry Yogurt,dairy eggs,yogurt
22875,Total 0% Raspberry Yogurt,dairy eggs,yogurt
23395,Total 0% Raspberry Yogurt,dairy eggs,yogurt
12562,Lactose Free Plain Kefir,dairy eggs,yogurt
13988,Lactose Free Plain Kefir,dairy eggs,yogurt
12768,Low Fat Strawberry Yogurt Tubes,dairy eggs,yogurt
25629,Low Fat Strawberry Yogurt Tubes,dairy eggs,yogurt
12875,"Yogurt, Strained Low-Fat, Coconut",dairy eggs,yogurt
12887,Total with Strawberry Yogurt,dairy eggs,yogurt
12887,Organic Australian Style Vanilla Lowfat Yogurt,dairy eggs,yogurt
12995,Organic Strawberry Smoothie,dairy eggs,yogurt
20147,Organic Strawberry Smoothie,dairy eggs,yogurt
12995,Vanilla Skyr Style Yogurt,dairy eggs,yogurt
13315,Yokids Organic Strawberry Banana Lowfat Yogurt Squeeze,dairy eggs,yogurt
13481,Danimals Strawberry Explosion Flavored Smoothie,dairy eggs,yogurt
13555,Total 2% Lowfat Plain Greek Yogurt,dairy eggs,yogurt
14571,Total 2% Lowfat Plain Greek Yogurt,dairy eggs,yogurt
17035,Total 2% Lowfat Plain Greek Yogurt,dairy eggs,yogurt
20249,Total 2% Lowfat Plain Greek Yogurt,dairy eggs,yogurt
13746,Organic Nonfat Greek Yogurt With Raspberries,dairy eggs,yogurt
13997,Organic Nonfat Greek Yogurt With Raspberries,dairy eggs,yogurt
13843,French Vanilla Yogurt,dairy eggs,yogurt
13887,Original French Vanilla Yogurt,dairy eggs,yogurt
16117,Original French Vanilla Yogurt,dairy eggs,yogurt
13890,Organic Vanilla Whole Milk Yogurt,dairy eggs,yogurt
13988,Organic Greek Whole Milk Blended Strawberry Yogurt,dairy eggs,yogurt
16824,Organic Greek Whole Milk Blended Strawberry Yogurt,dairy eggs,yogurt
13988,Organic Blended Raspberry Whole Milk Greek Yogurt,dairy eggs,yogurt
16824,Organic Blended Raspberry Whole Milk Greek Yogurt,dairy eggs,yogurt
13988,Greek Whole Milk Blended Blueberry Yogurt,dairy eggs,yogurt
13988,Low Fat Vanilla Yogurt,dairy eggs,yogurt
14054,Low Fat Vanilla Yogurt,dairy eggs,yogurt
14043,Vanilla Greek Yogurt 0% Fat,dairy eggs,yogurt
14899,Organic Yokids Lemonade/Blueberry Variety Pack Yogurt Squeezers Tubes,dairy eggs,yogurt
18248,Organic Yokids Lemonade/Blueberry Variety Pack Yogurt Squeezers Tubes,dairy eggs,yogurt
14899,YoKids Strawberry Banana/Strawberry Yogurt,dairy eggs,yogurt
17299,YoKids Strawberry Banana/Strawberry Yogurt,dairy eggs,yogurt
21029,YoKids Strawberry Banana/Strawberry Yogurt,dairy eggs,yogurt
14946,Non Fat Acai & Mixed Berries Yogurt,dairy eggs,yogurt
19485,Non Fat Acai & Mixed Berries Yogurt,dairy eggs,yogurt
20103,Non Fat Acai & Mixed Berries Yogurt,dairy eggs,yogurt
21440,Non Fat Acai & Mixed Berries Yogurt,dairy eggs,yogurt
14970,Sparkling Tangerine Probiotic Drink,dairy eggs,yogurt
15664,Organic Lowfat French Vanilla Yogurt,dairy eggs,yogurt
16423,Organic Lowfat French Vanilla Yogurt,dairy eggs,yogurt
18248,Organic Lowfat French Vanilla Yogurt,dairy eggs,yogurt
20771,Organic Lowfat French Vanilla Yogurt,dairy eggs,yogurt
15664,Smooth & Creamy Organic Lowfat French Vanilla Yogurt,dairy eggs,yogurt
15664,Non Fat Black Cherry on the Bottom Greek Yogurt,dairy eggs,yogurt
15664,Raspberry on the Bottom Nonfat Greek Yogurt,dairy eggs,yogurt
17973,Raspberry on the Bottom Nonfat Greek Yogurt,dairy eggs,yogurt
15792,Plain Low Fat Australian Style Yogurt,dairy eggs,yogurt
16224,Dairy Free Coconut Milk Vanilla Yogurt Alternative,dairy eggs,yogurt
16590,Vanilla Coconut Milk Yogurt,dairy eggs,yogurt
17236,Original Strawberry Low Fat Yogurt,dairy eggs,yogurt
24996,Original Strawberry Low Fat Yogurt,dairy eggs,yogurt
17374,Wild Berry Smoothie,dairy eggs,yogurt
19097,Wild Berry Smoothie,dairy eggs,yogurt
20147,Wild Berry Smoothie,dairy eggs,yogurt
17585,Fat Free Smooth & Creamy French Vanilla Organic Yogurt,dairy eggs,yogurt
17610,Organic Whole Milk Strawberry Beet Berry Yogurt Pouch,dairy eggs,yogurt
20103,Organic Whole Milk Strawberry Beet Berry Yogurt Pouch,dairy eggs,yogurt
20342,Organic Whole Milk Strawberry Beet Berry Yogurt Pouch,dairy eggs,yogurt
17637,Strawberry Organic Kefir,dairy eggs,yogurt
23294,Strawberry Organic Kefir,dairy eggs,yogurt
17779,Cherry Pomegranate Greek Yogurt,dairy eggs,yogurt
17829,Strawberry Banana Coconut Milk Yogurt,dairy eggs,yogurt
18711,Strawberry Banana Coconut Milk Yogurt,dairy eggs,yogurt
17973,Blueberry on the Bottom Nonfat Greek Yogurt,dairy eggs,yogurt
17986,Vanilla Light & Fit Nonfat Yogurt,dairy eggs,yogurt
25676,Vanilla Light & Fit Nonfat Yogurt,dairy eggs,yogurt
18261,Organic Nonfat Greek Yogurt With Lemon,dairy eggs,yogurt
18711,Blueberry Soy Yogurt,dairy eggs,yogurt
19041,Organic Blueberry Kefir,dairy eggs,yogurt
19098,Go-Gurt Avengers Assemble Super Punch/Hero Berry Variety Pack Portable Low Fat Yogurt,dairy eggs,yogurt
19385,Total Greek Yogurt With Honey,dairy eggs,yogurt
